graduate_id,gender,jurisdiction,course,course_type,cohort
466,Female,Other Provinces,Testing QA,4.0,2021-2
467,Male,Buenos Aires Province,UX/UI Design,4.0,2020-2
468,Male,CABA,FullStack Java,4.0,2022-1
469,Female,Buenos Aires Province,FullStack Java,4.0,2022-1
470,Female,Other Provinces,FullStack Python,4.0,2021-1
471,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2020-2
472,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2022-1
473,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2020-2
474,Female,Buenos Aires Province,Big Data,4.0,2021-2
475,Female,CABA,FullStack Java,4.0,2022-1
476,Male,CABA,UX/UI Design,4.0,2020-2
477,Female,Buenos Aires Province,FullStack Java,4.0,2020-2
478,Female,Buenos Aires Province,Big Data,4.0,2021-1
479,Male,CABA,Big Data,Initial Programming,2021-1
480,Male,Other Provinces,Testing QA,4.0,2021-2
481,Female,Buenos Aires Province,FullStack Java,4.0,2020-2
482,Male,Buenos Aires Province,UX/UI Design,Initial Programming,2020-2
483,Female,CABA,Testing QA,Initial Programming,2022-1
484,Female,Other Provinces,UX/UI Design,4.0,2020-2
485,Female,Buenos Aires Province,Testing QA,4.0,2021-1
486,Male,Buenos Aires Province,FullStack Python,4.0,2020-2
487,Female,Other Provinces,Big Data,4.0,2021-1
488,Male,Buenos Aires Province,FullStack Java,4.0,2021-2
489,Female,Buenos Aires Province,FullStack PHP,4.0,2021-2
490,Female,CABA,FullStack Python,Initial Programming,2020-2
491,Female,Other Provinces,UX/UI Design,4.0,2021-1
492,Female,CABA,Big Data,4.0,2022-1
493,Male,Buenos Aires Province,Big Data,4.0,2020-2
494,Male,Buenos Aires Province,Big Data,Initial Programming,2021-1
495,Female,Buenos Aires Province,FullStack PHP,Initial Programming,2020-2
496,Female,Other Provinces,Big Data,4.0,2020-2
497,Female,CABA,Big Data,4.0,2020-2
498,Male,CABA,UX/UI Design,4.0,2021-1
499,Male,CABA,UX/UI Design,4.0,2021-2
500,Male,CABA,UX/UI Design,4.0,2021-1
501,Male,CABA,Testing QA,4.0,2020-2
502,Male,Buenos Aires Province,FullStack Java,4.0,2021-1
503,Male,Buenos Aires Province,FullStack Python,4.0,2020-2
504,Male,Other Provinces,Testing QA,4.0,2022-1
505,Female,Buenos Aires Province,FullStack JavaScript / Node.js,Advanced,2020-2
506,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2022-1
507,Female,CABA,Big Data,Advanced,2021-2
508,Female,CABA,UX/UI Design,4.0,2022-1
509,Male,Buenos Aires Province,FullStack PHP,4.0,2020-2
510,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-2
511,Female,Buenos Aires Province,FullStack Python,4.0,2022-1
512,Female,Buenos Aires Province,Testing QA,4.0,2022-1
513,Female,CABA,Testing QA,4.0,2022-1
514,Male,Buenos Aires Province,Big Data,4.0,2022-1
515,Male,Buenos Aires Province,FullStack PHP,4.0,2020-2
516,Female,Buenos Aires Province,FullStack Python,4.0,2020-2
517,Male,Other Provinces,UX/UI Design,4.0,2020-2
518,Female,CABA,UX/UI Design,4.0,2022-1
519,Female,Other Provinces,FullStack Python,4.0,2022-1
520,Female,Buenos Aires Province,FullStack PHP,Advanced,2021-2
521,Male,Other Provinces,FullStack JavaScript / Node.js,4.0,2021-2
522,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2022-1
523,Male,CABA,FullStack JavaScript / Node.js,4.0,2020-2
524,Female,Buenos Aires Province,UX/UI Design,Initial Programming,2021-1
525,Female,Buenos Aires Province,Testing QA,4.0,2020-2
526,Male,CABA,UX/UI Design,4.0,2022-1
527,Male,CABA,FullStack Java,4.0,2020-2
528,Male,Buenos Aires Province,FullStack PHP,4.0,2022-1
529,Male,CABA,FullStack Python,Advanced,2022-1
530,Male,CABA,FullStack Java,4.0,2020-2
531,Male,CABA,FullStack JavaScript / Node.js,4.0,2020-2
532,Female,CABA,FullStack JavaScript / Node.js,Initial Programming,2022-1
533,Female,CABA,FullStack PHP,4.0,2021-2
534,Male,CABA,FullStack JavaScript / Node.js,4.0,2021-1
535,Female,Buenos Aires Province,Testing QA,Initial Programming,2020-2
536,Male,Buenos Aires Province,FullStack PHP,Advanced,2022-1
537,Female,Other Provinces,FullStack PHP,4.0,2020-2
538,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-2
539,Male,CABA,Big Data,Initial Programming,2020-2
540,Male,CABA,FullStack Java,4.0,2021-2
541,Male,Buenos Aires Province,Testing QA,4.0,2021-2
542,Female,Buenos Aires Province,FullStack Java,4.0,2022-1
543,Female,Buenos Aires Province,UX/UI Design,4.0,2021-1
544,Male,Buenos Aires Province,FullStack Python,Initial Programming,2020-2
545,Male,CABA,UX/UI Design,Initial Programming,2020-2
546,Male,CABA,FullStack Python,4.0,2022-1
547,Male,Other Provinces,FullStack Java,Advanced,2020-2
548,Male,Buenos Aires Province,FullStack Java,4.0,2022-1
549,Male,CABA,Big Data,4.0,2022-1
550,Female,Buenos Aires Province,FullStack Java,4.0,2022-1
551,Male,Buenos Aires Province,FullStack Java,Initial Programming,2021-1
552,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-1
553,Male,Other Provinces,Testing QA,4.0,2020-2
554,Male,Buenos Aires Province,FullStack Java,Advanced,2021-2
555,Female,Other Provinces,FullStack JavaScript / Node.js,4.0,2021-1
556,Male,Other Provinces,FullStack Python,Initial Programming,2020-2
557,Male,CABA,FullStack PHP,Advanced,2022-1
558,Female,CABA,Big Data,4.0,2021-2
559,Male,CABA,FullStack Python,4.0,2021-2
560,Female,Buenos Aires Province,FullStack PHP,4.0,2022-1
561,Male,Buenos Aires Province,Big Data,4.0,2021-1
562,Male,CABA,Testing QA,4.0,2022-1
563,Female,Buenos Aires Province,Testing QA,4.0,2022-1
564,Male,Buenos Aires Province,Big Data,4.0,2021-1
565,Female,CABA,UX/UI Design,4.0,2021-2
566,Male,Buenos Aires Province,Testing QA,Advanced,2020-2
567,Male,Other Provinces,FullStack Java,4.0,2021-2
568,Male,CABA,FullStack PHP,4.0,2021-1
569,Female,CABA,UX/UI Design,4.0,2020-2
570,Female,Other Provinces,FullStack JavaScript / Node.js,4.0,2022-1
571,Male,Buenos Aires Province,FullStack Python,4.0,2020-2
572,Female,CABA,Big Data,Advanced,2021-2
573,Male,CABA,FullStack PHP,4.0,2021-1
574,Male,CABA,FullStack Python,Initial Programming,2022-1
575,Male,CABA,Big Data,4.0,2021-2
576,Male,Other Provinces,FullStack JavaScript / Node.js,Initial Programming,2021-2
577,Male,Other Provinces,FullStack JavaScript / Node.js,Advanced,2021-1
578,Female,Buenos Aires Province,FullStack PHP,Advanced,2020-2
579,Male,Other Provinces,Testing QA,4.0,2021-2
580,Male,CABA,FullStack PHP,4.0,2020-2
581,Male,CABA,Testing QA,4.0,2022-1
582,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-1
583,Female,CABA,FullStack Java,4.0,2022-1
584,Female,Other Provinces,Big Data,Initial Programming,2022-1
585,Male,Buenos Aires Province,Big Data,Advanced,2021-2
586,Male,Buenos Aires Province,UX/UI Design,4.0,2021-2
587,Male,Other Provinces,FullStack Java,4.0,2022-1
588,Male,Other Provinces,Big Data,4.0,2020-2
589,Male,Buenos Aires Province,Big Data,Initial Programming,2021-1
590,Female,Buenos Aires Province,FullStack Python,Advanced,2021-2
591,Male,Buenos Aires Province,FullStack PHP,4.0,2021-1
592,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-2
593,Female,Other Provinces,Testing QA,Initial Programming,2021-1
594,Female,Other Provinces,UX/UI Design,4.0,2022-1
595,Male,Other Provinces,Testing QA,Advanced,2022-1
596,Male,CABA,Big Data,4.0,2022-1
597,Female,Buenos Aires Province,Testing QA,4.0,2021-2
598,Male,Other Provinces,Testing QA,4.0,2020-2
599,Male,Buenos Aires Province,FullStack PHP,Initial Programming,2020-2
600,Female,Buenos Aires Province,Testing QA,4.0,2021-2
601,Female,CABA,Big Data,Initial Programming,2021-1
602,Male,Buenos Aires Province,UX/UI Design,4.0,2020-2
603,Female,Buenos Aires Province,FullStack Java,4.0,2020-2
604,Female,CABA,FullStack Python,Initial Programming,2021-1
605,Male,Buenos Aires Province,Testing QA,4.0,2021-2
606,Female,Other Provinces,UX/UI Design,Advanced,2021-2
607,Female,Buenos Aires Province,FullStack Java,Advanced,2021-2
608,Female,Buenos Aires Province,UX/UI Design,Initial Programming,2022-1
609,Male,Other Provinces,FullStack PHP,4.0,2021-1
610,Female,CABA,FullStack PHP,4.0,2021-1
611,Male,Other Provinces,UX/UI Design,Advanced,2021-2
612,Male,CABA,FullStack JavaScript / Node.js,Advanced,2022-1
613,Male,CABA,FullStack Java,4.0,2021-1
614,Male,CABA,FullStack Python,Initial Programming,2022-1
615,Male,Other Provinces,Testing QA,4.0,2022-1
616,Female,Buenos Aires Province,UX/UI Design,4.0,2021-2
617,Female,Buenos Aires Province,UX/UI Design,4.0,2022-1
618,Male,Buenos Aires Province,Testing QA,4.0,2021-2
619,Male,CABA,UX/UI Design,4.0,2022-1
620,Male,CABA,FullStack Java,4.0,2021-1
621,Male,Other Provinces,FullStack Java,4.0,2022-1
622,Female,Buenos Aires Province,Testing QA,Initial Programming,2021-2
623,Other,Buenos Aires Province,UX/UI Design,Advanced,2022-1
624,Male,Buenos Aires Province,FullStack Java,Initial Programming,2020-2
625,Female,CABA,FullStack Java,4.0,2021-1
626,Female,Buenos Aires Province,FullStack PHP,4.0,2020-2
627,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-2
628,Other,Buenos Aires Province,UX/UI Design,4.0,2020-2
629,Male,CABA,FullStack PHP,4.0,2022-1
630,Male,Other Provinces,UX/UI Design,4.0,2020-2
631,Female,Buenos Aires Province,UX/UI Design,Initial Programming,2021-2
632,Female,CABA,UX/UI Design,4.0,2022-1
633,Male,Other Provinces,FullStack Python,4.0,2021-2
634,Male,CABA,FullStack Java,4.0,2021-2
635,Male,Buenos Aires Province,UX/UI Design,Advanced,2021-2
636,Male,Buenos Aires Province,UX/UI Design,4.0,2022-1
637,Female,CABA,UX/UI Design,4.0,2021-1
638,Female,CABA,FullStack Python,4.0,2022-1
639,Female,Other Provinces,FullStack JavaScript / Node.js,4.0,2020-2
640,Female,Other Provinces,FullStack PHP,4.0,2022-1
641,Female,CABA,FullStack Python,4.0,2021-1
642,Female,CABA,Testing QA,4.0,2021-2
643,Female,CABA,FullStack PHP,4.0,2021-2
644,Male,Buenos Aires Province,UX/UI Design,Advanced,2020-2
645,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2020-2
646,Female,Buenos Aires Province,Big Data,4.0,2021-2
647,Female,Buenos Aires Province,FullStack Python,Advanced,2020-2
648,Female,Buenos Aires Province,Big Data,4.0,2021-2
649,Female,CABA,Testing QA,4.0,2022-1
650,Female,Other Provinces,FullStack PHP,4.0,2020-2
651,Female,CABA,FullStack PHP,4.0,2022-1
652,Female,Buenos Aires Province,FullStack Python,4.0,2021-1
653,Female,CABA,FullStack Python,4.0,2021-2
654,Female,CABA,Big Data,4.0,2022-1
655,Female,CABA,UX/UI Design,4.0,2022-1
656,Female,Other Provinces,UX/UI Design,4.0,2022-1
657,Male,CABA,Testing QA,4.0,2021-1
658,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-2
659,Male,Buenos Aires Province,FullStack Java,4.0,2020-2
660,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2022-1
661,Male,Buenos Aires Province,FullStack PHP,Advanced,2022-1
662,Female,Buenos Aires Province,FullStack Java,Advanced,2021-1
663,Female,Buenos Aires Province,Big Data,Initial Programming,2021-2
664,Other,Buenos Aires Province,FullStack Python,Advanced,2021-1
665,Male,Buenos Aires Province,FullStack Python,Initial Programming,2020-2
666,Female,Buenos Aires Province,Testing QA,Advanced,2022-1
667,Female,Other Provinces,FullStack Python,4.0,2021-2
668,Male,Buenos Aires Province,FullStack Java,4.0,2020-2
669,Male,Other Provinces,FullStack PHP,4.0,2020-2
670,Male,Buenos Aires Province,FullStack JavaScript / Node.js,Initial Programming,2021-2
671,Female,Buenos Aires Province,Testing QA,4.0,2020-2
672,Female,Buenos Aires Province,UX/UI Design,4.0,2021-1
673,Male,CABA,FullStack JavaScript / Node.js,Initial Programming,2021-2
674,Female,Buenos Aires Province,Testing QA,Advanced,2022-1
675,Male,CABA,Testing QA,4.0,2021-1
676,Female,CABA,FullStack PHP,4.0,2021-2
677,Male,CABA,FullStack PHP,4.0,2020-2
678,Female,CABA,UX/UI Design,4.0,2022-1
679,Female,Buenos Aires Province,FullStack Python,4.0,2022-1
680,Female,Other Provinces,FullStack PHP,Advanced,2021-2
681,Male,Other Provinces,FullStack Python,4.0,2022-1
682,Male,CABA,UX/UI Design,Advanced,2020-2
683,Female,Other Provinces,FullStack Python,Initial Programming,2021-1
684,Male,CABA,FullStack Python,4.0,2021-1
685,Male,Buenos Aires Province,FullStack Python,4.0,2021-1
686,Female,Buenos Aires Province,UX/UI Design,4.0,2022-1
687,Female,CABA,UX/UI Design,Advanced,2022-1
688,Other,Buenos Aires Province,Testing QA,4.0,2022-1
689,Male,CABA,FullStack PHP,4.0,2022-1
690,Female,CABA,FullStack Python,4.0,2022-1
691,Other,Other Provinces,FullStack Python,Initial Programming,2021-2
692,Female,Buenos Aires Province,FullStack PHP,4.0,2022-1
693,Female,CABA,Big Data,Initial Programming,2022-1
694,Male,Buenos Aires Province,FullStack Java,4.0,2022-1
695,Male,CABA,FullStack PHP,Advanced,2021-2
696,Female,Buenos Aires Province,UX/UI Design,4.0,2021-2
697,Male,Buenos Aires Province,FullStack JavaScript / Node.js,Initial Programming,2021-1
698,Male,Buenos Aires Province,FullStack Python,Advanced,2021-2
699,Male,Other Provinces,FullStack Python,4.0,2022-1
700,Female,CABA,FullStack Python,4.0,2022-1
701,Male,Other Provinces,FullStack Python,4.0,2021-2
702,Male,Buenos Aires Province,Testing QA,4.0,2021-1
703,Male,CABA,FullStack Python,4.0,2020-2
704,Male,CABA,UX/UI Design,4.0,2021-1
705,Male,CABA,FullStack JavaScript / Node.js,Initial Programming,2022-1
706,Female,CABA,Big Data,4.0,2020-2
707,Female,CABA,FullStack Python,4.0,2021-1
708,Female,Other Provinces,FullStack PHP,4.0,2020-2
709,Male,CABA,Big Data,4.0,2021-1
710,Female,CABA,FullStack Java,4.0,2021-2
711,Male,Buenos Aires Province,Testing QA,4.0,2021-2
712,Male,Other Provinces,Testing QA,4.0,2020-2
713,Male,Other Provinces,FullStack JavaScript / Node.js,4.0,2022-1
714,Other,Buenos Aires Province,Big Data,4.0,2020-2
715,Male,CABA,Big Data,4.0,2021-1
716,Male,Other Provinces,FullStack Java,4.0,2021-1
717,Male,Buenos Aires Province,Testing QA,4.0,2022-1
718,Male,CABA,FullStack Python,Advanced,2021-2
719,Female,CABA,Testing QA,4.0,2021-1
720,Female,Buenos Aires Province,Testing QA,4.0,2020-2
721,Female,Other Provinces,FullStack Java,4.0,2021-2
722,Male,CABA,FullStack Java,4.0,2022-1
723,Female,Buenos Aires Province,UX/UI Design,4.0,2022-1
724,Male,CABA,FullStack JavaScript / Node.js,4.0,2022-1
725,Male,Other Provinces,Testing QA,4.0,2021-2
726,Male,Buenos Aires Province,Testing QA,4.0,2020-2
727,Male,Buenos Aires Province,Big Data,Advanced,2020-2
728,Female,Buenos Aires Province,Testing QA,4.0,2021-1
729,Female,Buenos Aires Province,Big Data,4.0,2021-1
730,Male,CABA,FullStack Python,4.0,2021-2
731,Female,Other Provinces,FullStack Python,4.0,2021-2
732,Male,CABA,FullStack Java,Initial Programming,2020-2
733,Male,Other Provinces,FullStack PHP,4.0,2021-1
734,Male,Buenos Aires Province,UX/UI Design,Advanced,2022-1
735,Male,Other Provinces,Testing QA,4.0,2022-1
736,Male,Other Provinces,Big Data,4.0,2020-2
737,Male,Buenos Aires Province,FullStack Python,4.0,2021-1
738,Male,Buenos Aires Province,UX/UI Design,4.0,2020-2
739,Male,CABA,FullStack Java,Advanced,2021-1
740,Female,Other Provinces,FullStack PHP,4.0,2021-2
741,Female,Buenos Aires Province,FullStack Python,Advanced,2022-1
742,Other,CABA,Big Data,4.0,2021-2
743,Female,Buenos Aires Province,Big Data,4.0,2020-2
744,Male,Other Provinces,FullStack JavaScript / Node.js,4.0,2021-2
745,Male,CABA,FullStack Java,4.0,2021-1
746,Male,Other Provinces,FullStack PHP,4.0,2021-1
747,Female,CABA,Testing QA,4.0,2021-1
748,Male,Buenos Aires Province,UX/UI Design,4.0,2020-2
749,Female,Buenos Aires Province,Testing QA,Advanced,2021-2
750,Female,CABA,FullStack JavaScript / Node.js,4.0,2022-1
751,Female,CABA,UX/UI Design,Initial Programming,2022-1
752,Female,CABA,FullStack Python,4.0,2022-1
753,Male,Buenos Aires Province,FullStack JavaScript / Node.js,Advanced,2021-2
754,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2022-1
755,Male,Buenos Aires Province,UX/UI Design,4.0,2021-1
756,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-1
757,Other,Buenos Aires Province,FullStack PHP,Advanced,2020-2
758,Male,Buenos Aires Province,Big Data,Initial Programming,2021-1
759,Male,Buenos Aires Province,Big Data,Initial Programming,2022-1
760,Female,Buenos Aires Province,FullStack Java,4.0,2020-2
761,Male,CABA,FullStack Java,4.0,2021-2
762,Female,Buenos Aires Province,Testing QA,4.0,2021-1
763,Female,Buenos Aires Province,Big Data,Initial Programming,2021-2
764,Male,CABA,Testing QA,Initial Programming,2022-1
765,Female,Buenos Aires Province,Big Data,Advanced,2020-2
766,Female,Buenos Aires Province,FullStack PHP,Advanced,2022-1
767,Male,Buenos Aires Province,FullStack JavaScript / Node.js,Initial Programming,2021-1
768,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2022-1
769,Male,CABA,FullStack Python,Initial Programming,2021-2
770,Female,Buenos Aires Province,FullStack PHP,4.0,2022-1
771,Female,Other Provinces,FullStack Java,4.0,2020-2
772,Male,Other Provinces,FullStack Python,4.0,2021-2
773,Male,Other Provinces,FullStack Python,4.0,2020-2
774,Male,Buenos Aires Province,FullStack Python,Initial Programming,2021-2
775,Male,CABA,FullStack PHP,4.0,2020-2
776,Female,Buenos Aires Province,FullStack PHP,4.0,2020-2
777,Male,Buenos Aires Province,Testing QA,Initial Programming,2022-1
778,Male,CABA,FullStack Python,4.0,2021-1
779,Other,CABA,UX/UI Design,Advanced,2021-1
780,Male,Other Provinces,FullStack PHP,Advanced,2022-1
781,Female,Buenos Aires Province,FullStack Java,Initial Programming,2022-1
782,Male,Buenos Aires Province,Big Data,4.0,2021-2
783,Female,Buenos Aires Province,Testing QA,4.0,2021-2
784,Female,CABA,Big Data,4.0,2021-1
785,Female,CABA,Testing QA,Initial Programming,2020-2
786,Female,Other Provinces,FullStack Python,4.0,2021-1
787,Female,Other Provinces,UX/UI Design,Initial Programming,2020-2
788,Male,CABA,Big Data,4.0,2021-2
789,Female,Other Provinces,FullStack Java,4.0,2022-1
790,Male,Other Provinces,Big Data,Initial Programming,2021-1
791,Female,Buenos Aires Province,UX/UI Design,4.0,2022-1
792,Male,Buenos Aires Province,Big Data,Initial Programming,2021-2
793,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2020-2
794,Male,Buenos Aires Province,UX/UI Design,Advanced,2020-2
795,Female,Other Provinces,FullStack Python,4.0,2020-2
796,Female,Buenos Aires Province,Testing QA,4.0,2021-1
797,Female,Buenos Aires Province,Big Data,4.0,2021-1
798,Male,CABA,FullStack PHP,4.0,2021-1
799,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2022-1
800,Female,Other Provinces,Testing QA,Advanced,2021-2
801,Male,CABA,Big Data,4.0,2022-1
802,Female,CABA,FullStack Python,4.0,2022-1
803,Other,Other Provinces,UX/UI Design,4.0,2021-2
804,Female,Buenos Aires Province,FullStack PHP,Advanced,2020-2
805,Female,Buenos Aires Province,Big Data,4.0,2021-1
806,Male,Other Provinces,FullStack JavaScript / Node.js,4.0,2021-1
807,Male,Other Provinces,FullStack Java,Advanced,2021-2
808,Male,Other Provinces,FullStack Python,Initial Programming,2022-1
809,Female,Buenos Aires Province,FullStack Java,4.0,2021-2
810,Female,Other Provinces,FullStack Java,4.0,2020-2
811,Male,CABA,Big Data,Advanced,2022-1
812,Female,CABA,UX/UI Design,Advanced,2022-1
813,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2022-1
814,Male,Buenos Aires Province,FullStack Python,Initial Programming,2020-2
815,Male,Other Provinces,Testing QA,Advanced,2022-1
816,Male,Buenos Aires Province,Testing QA,Initial Programming,2022-1
817,Male,Buenos Aires Province,UX/UI Design,Initial Programming,2020-2
818,Female,Buenos Aires Province,UX/UI Design,4.0,2022-1
819,Female,Buenos Aires Province,Testing QA,4.0,2021-2
820,Male,Buenos Aires Province,UX/UI Design,Advanced,2020-2
821,Male,Buenos Aires Province,Testing QA,4.0,2021-1
822,Female,Buenos Aires Province,FullStack Java,Initial Programming,2020-2
823,Female,Other Provinces,FullStack Python,4.0,2021-1
824,Female,Other Provinces,FullStack Python,Advanced,2022-1
825,Female,CABA,FullStack PHP,4.0,2022-1
826,Female,CABA,FullStack Python,4.0,2021-1
827,Female,CABA,Big Data,4.0,2021-1
828,Female,Buenos Aires Province,UX/UI Design,Advanced,2021-2
829,Female,Buenos Aires Province,FullStack Python,4.0,2021-2
830,Male,Other Provinces,Big Data,Initial Programming,2022-1
831,Male,Other Provinces,Big Data,4.0,2021-2
832,Female,Other Provinces,FullStack Java,4.0,2020-2
833,Male,Buenos Aires Province,FullStack Java,Advanced,2020-2
834,Male,CABA,FullStack Java,4.0,2022-1
835,Male,CABA,FullStack JavaScript / Node.js,4.0,2021-1
836,Female,Other Provinces,Testing QA,Initial Programming,2020-2
837,Other,CABA,FullStack Python,Initial Programming,2022-1
838,Male,Other Provinces,UX/UI Design,4.0,2021-1
839,Female,CABA,FullStack Python,Initial Programming,2020-2
840,Female,Buenos Aires Province,Big Data,Initial Programming,2021-2
841,Male,CABA,FullStack JavaScript / Node.js,4.0,2021-1
842,Male,Other Provinces,Testing QA,4.0,2021-2
843,Male,CABA,Big Data,4.0,2022-1
844,Male,Buenos Aires Province,FullStack PHP,4.0,2020-2
845,Female,CABA,Big Data,4.0,2022-1
846,Female,Other Provinces,Big Data,4.0,2021-1
847,Female,Other Provinces,Big Data,4.0,2021-2
848,Male,Buenos Aires Province,Big Data,Advanced,2020-2
849,Male,CABA,FullStack JavaScript / Node.js,4.0,2022-1
850,Female,Buenos Aires Province,UX/UI Design,4.0,2020-2
851,Female,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2020-2
852,Female,Other Provinces,Testing QA,4.0,2020-2
853,Female,CABA,UX/UI Design,4.0,2020-2
854,Female,Buenos Aires Province,Big Data,4.0,2021-1
855,Male,CABA,FullStack PHP,Advanced,2021-2
856,Female,Buenos Aires Province,FullStack PHP,4.0,2022-1
857,Female,CABA,Big Data,Initial Programming,2020-2
858,Female,Buenos Aires Province,FullStack PHP,4.0,2021-2
859,Female,Other Provinces,Testing QA,4.0,2021-1
860,Female,CABA,FullStack Java,4.0,2021-2
861,Female,CABA,FullStack PHP,4.0,2021-1
862,Female,Buenos Aires Province,Testing QA,4.0,2020-2
863,Female,CABA,UX/UI Design,Advanced,2021-1
864,Male,CABA,FullStack Python,Advanced,2022-1
865,Male,Other Provinces,FullStack PHP,Advanced,2021-2
866,Male,Buenos Aires Province,FullStack Java,Initial Programming,2021-2
867,Female,CABA,FullStack JavaScript / Node.js,4.0,2020-2
868,Male,Other Provinces,FullStack Python,Initial Programming,2021-1
869,Male,Buenos Aires Province,UX/UI Design,4.0,2021-1
870,Male,Buenos Aires Province,Testing QA,4.0,2021-2
871,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2021-1
872,Male,CABA,Big Data,Advanced,2020-2
873,Female,Buenos Aires Province,UX/UI Design,4.0,2021-2
874,Female,Buenos Aires Province,Testing QA,Advanced,2021-2
875,Female,CABA,UX/UI Design,4.0,2021-2
876,Female,Other Provinces,FullStack Python,4.0,2021-1
877,Female,Buenos Aires Province,UX/UI Design,4.0,2021-1
878,Female,Other Provinces,Big Data,4.0,2020-2
879,Male,CABA,FullStack Python,Initial Programming,2020-2
880,Female,CABA,FullStack JavaScript / Node.js,Initial Programming,2021-1
881,Female,Buenos Aires Province,UX/UI Design,4.0,2022-1
882,Male,CABA,UX/UI Design,4.0,2021-1
883,Male,CABA,FullStack JavaScript / Node.js,4.0,2021-2
884,Female,Buenos Aires Province,FullStack Python,4.0,2021-1
885,Male,Buenos Aires Province,FullStack PHP,4.0,2021-1
886,Male,CABA,UX/UI Design,4.0,2021-2
887,Female,Buenos Aires Province,FullStack Java,4.0,2021-1
888,Male,Other Provinces,FullStack JavaScript / Node.js,4.0,2021-1
889,Male,Buenos Aires Province,Testing QA,4.0,2020-2
890,Female,Buenos Aires Province,FullStack Python,4.0,2021-2
891,Male,Buenos Aires Province,FullStack Java,4.0,2021-2
892,Male,Buenos Aires Province,FullStack JavaScript / Node.js,Advanced,2022-1
893,Female,Buenos Aires Province,Testing QA,4.0,2020-2
894,Female,Other Provinces,FullStack JavaScript / Node.js,4.0,2021-1
895,Female,CABA,FullStack JavaScript / Node.js,4.0,2021-1
896,Male,Buenos Aires Province,FullStack PHP,4.0,2020-2
897,Female,CABA,FullStack JavaScript / Node.js,4.0,2021-2
898,Female,CABA,FullStack PHP,4.0,2021-2
899,Female,Buenos Aires Province,FullStack JavaScript / Node.js,Initial Programming,2021-2
900,Male,CABA,FullStack JavaScript / Node.js,Advanced,2020-2
901,Female,CABA,FullStack Python,Initial Programming,2020-2
902,Female,CABA,Testing QA,4.0,2020-2
903,Male,Other Provinces,Big Data,4.0,2020-2
904,Female,CABA,UX/UI Design,4.0,2021-2
905,Female,CABA,FullStack Java,4.0,2021-2
906,Female,Buenos Aires Province,UX/UI Design,4.0,2021-2
907,Female,CABA,Testing QA,4.0,2021-2
908,Male,Buenos Aires Province,FullStack JavaScript / Node.js,4.0,2020-2
909,Female,Buenos Aires Province,Testing QA,Initial Programming,2021-1
910,Male,CABA,FullStack Python,4.0,2021-1
911,Female,Buenos Aires Province,Testing QA,4.0,2022-1
912,Male,Buenos Aires Province,Testing QA,Initial Programming,2020-2
913,Female,CABA,Testing QA,4.0,2022-1
914,Female,Buenos Aires Province,FullStack PHP,4.0,2020-2
915,Female,Buenos Aires Province,UX/UI Design,Initial Programming,2021-2
916,Male,CABA,Testing QA,4.0,2021-2
917,Female,Buenos Aires Province,FullStack Python,Advanced,2022-1
918,Male,Buenos Aires Province,FullStack Java,4.0,2021-2
919,Male,Buenos Aires Province,Big Data,4.0,2021-1
920,Female,Other Provinces,FullStack Java,4.0,2022-1
921,Other,CABA,FullStack JavaScript / Node.js,4.0,2020-2
922,Male,CABA,Big Data,4.0,2021-2
923,Male,Buenos Aires Province,FullStack Java,4.0,2020-2
924,Female,Buenos Aires Province,UX/UI Design,4.0,2020-2
925,Male,Buenos Aires Province,Big Data,4.0,2021-1
926,Female,Other Provinces,FullStack JavaScript / Node.js,4.0,2021-2
927,Female,CABA,FullStack PHP,4.0,2020-2
928,Female,Buenos Aires Province,Big Data,Initial Programming,2021-1
929,Female,Other Provinces,FullStack JavaScript / Node.js,Initial Programming,2021-1
930,Other,CABA,FullStack JavaScript / Node.js,4.0,2022-1
931,Male,Buenos Aires Province,Testing QA,4.0,2021-1
932,Female,CABA,FullStack JavaScript / Node.js,4.0,2022-1
